user_id,item_id,rating,timestamp,time_of_day
130,216,4,1997-09-25 19:42:25,Night
92,1079,3,1998-02-02 18:17:35,Evening
256,452,4,1997-12-15 05:49:59,Morning
1,61,4,1997-11-03 07:33:40,Morning
72,48,4,1997-11-20 14:38:38,Afternoon
56,755,3,1998-04-18 14:36:47,Afternoon
13,360,4,1997-12-14 23:08:46,Night
15,405,2,1997-11-13 21:19:17,Night
92,77,3,1997-09-30 21:23:57,Night
207,476,2,1998-01-09 22:52:23,Night
292,174,5,1997-12-02 23:31:21,Night
232,483,5,1998-02-27 03:20:22,Late Night
251,748,2,1998-01-31 18:42:55,Evening
224,26,3,1998-02-21 23:35:53,Night
181,220,4,1997-11-08 04:13:12,Late Night
259,255,4,1997-09-20 03:05:10,Late Night
305,471,4,1998-02-01 09:00:48,Morning
52,280,3,1997-12-24 00:20:06,Late Night
161,202,5,1998-03-29 11:26:09,Afternoon
148,408,5,1997-10-21 01:56:58,Late Night
125,235,2,1998-04-17 18:42:39,Evening
97,228,5,1998-01-08 05:54:20,Morning
58,1098,4,1998-01-09 00:15:36,Late Night
83,234,4,1998-02-16 21:45:48,Night
90,347,4,1998-03-31 22:28:39,Night
272,178,5,1997-11-13 21:05:13,Night
194,181,3,1997-11-14 15:29:56,Evening
125,478,4,1997-11-13 20:57:08,Night
110,688,1,1998-02-09 01:26:45,Late Night
299,14,4,1997-10-26 14:56:15,Afternoon
151,10,5,1997-11-14 16:28:41,Evening
269,127,4,1998-04-01 15:56:05,Evening
6,14,5,1997-12-31 20:14:09,Night
54,106,3,1997-12-01 00:58:02,Late Night
303,69,5,1997-11-14 00:32:22,Late Night
16,944,1,1997-10-24 21:05:22,Night
301,790,4,1997-12-14 05:50:21,Morning
276,1091,3,1997-09-20 22:03:55,Night
305,214,2,1998-02-01 08:51:08,Morning
194,1028,2,1997-11-14 20:59:08,Night
91,323,2,1998-04-01 13:46:37,Afternoon
87,554,4,1997-11-18 17:59:00,Evening
294,109,4,1997-10-25 22:46:39,Night
286,171,4,1997-10-22 14:49:51,Afternoon
200,318,5,1998-01-06 23:14:18,Night
229,328,1,1998-04-03 19:35:42,Night
178,568,4,1997-12-22 21:35:55,Night
303,842,2,1997-11-14 05:20:04,Morning
62,65,4,1997-11-12 22:44:46,Night
207,591,3,1997-10-05 02:30:08,Late Night
92,172,4,1997-09-30 21:01:11,Night
301,401,4,1997-12-14 05:40:40,Morning
36,339,5,1997-12-15 03:46:21,Late Night
70,746,3,1998-01-07 05:17:37,Morning
63,242,3,1997-10-01 23:06:30,Night
28,201,3,1997-12-12 21:21:11,Night
279,68,4,1997-09-26 20:56:47,Night
250,7,4,1997-10-29 01:48:36,Late Night
14,98,3,1998-03-26 03:02:15,Late Night
299,1018,3,1998-03-10 03:58:44,Late Night
194,54,3,1997-11-14 16:44:36,Evening
303,815,3,1997-11-14 05:32:12,Morning
119,237,5,1997-09-20 17:03:58,Evening
295,218,5,1997-11-19 19:08:18,Night
268,930,2,1997-10-01 21:55:42,Night
268,2,2,1997-10-01 22:16:13,Night
66,258,4,1997-12-31 20:44:49,Night
233,202,5,1997-11-13 04:11:04,Late Night
83,623,4,1997-11-23 18:09:38,Evening
214,334,3,1998-04-02 18:42:20,Evening
192,476,2,1997-12-06 00:30:43,Late Night
100,344,4,1998-03-31 20:07:48,Night
268,145,1,1997-10-01 22:21:41,Night
301,56,4,1997-12-14 05:16:27,Morning
307,89,5,1997-11-11 21:29:46,Night
234,141,3,1998-04-11 22:43:29,Night
83,576,4,1997-11-23 18:12:35,Evening
181,264,2,1997-11-08 04:00:24,Late Night
297,133,4,1997-09-26 02:14:50,Late Night
38,153,5,1998-04-13 01:19:29,Late Night
7,382,4,1998-03-31 13:48:13,Afternoon
264,813,4,1998-01-30 01:15:52,Late Night
181,872,1,1997-11-08 04:03:34,Late Night
201,146,1,1998-01-07 02:36:19,Late Night
85,507,4,1997-11-13 21:23:19,Night
269,367,3,1998-04-01 17:00:23,Evening
59,468,3,1998-02-23 03:50:55,Late Night
286,143,4,1998-03-11 21:25:49,Night
193,96,1,1998-03-05 19:01:47,Night
113,595,5,1997-10-04 03:40:24,Late Night
292,11,5,1997-12-02 23:08:13,Night
130,1014,3,1997-10-07 18:58:38,Evening
275,98,4,1997-09-25 02:39:00,Late Night
189,520,5,1998-04-22 17:16:20,Evening
219,82,1,1998-03-09 14:07:35,Afternoon
218,209,5,1997-10-22 02:49:06,Late Night
123,427,3,1997-11-18 17:10:20,Evening
119,222,5,1997-09-20 17:08:31,Evening
158,177,4,1997-11-21 17:46:47,Evening
222,118,4,1997-10-22 23:43:22,Night
302,322,2,1997-11-13 16:01:15,Evening
279,501,3,1997-09-26 21:20:43,Night
301,79,5,1997-12-14 05:13:23,Morning
181,3,2,1997-11-08 04:30:41,Late Night
201,695,1,1998-01-07 02:28:35,Late Night
13,198,3,1997-12-07 17:19:53,Evening
1,189,3,1998-03-01 06:15:28,Morning
145,237,5,1997-09-26 10:42:50,Afternoon
23,385,4,1997-09-20 20:14:22,Night
201,767,4,1998-01-06 19:21:45,Night
296,705,5,1998-01-07 18:19:53,Evening
42,546,3,1997-12-02 23:36:57,Night
33,872,3,1998-04-07 15:50:30,Evening
301,554,3,1997-12-14 05:53:50,Morning
16,64,5,1997-10-24 19:11:37,Night
95,135,3,1997-11-10 21:32:42,Night
154,357,4,1997-11-10 05:11:53,Morning
77,484,5,1998-01-13 23:22:46,Night
296,508,5,1998-01-07 18:09:44,Evening
302,303,2,1997-11-13 15:59:45,Evening
244,673,3,1997-11-27 04:57:47,Late Night
222,77,4,1997-10-30 03:53:36,Late Night
13,215,5,1997-12-14 23:03:08,Night
16,705,5,1997-10-24 19:52:16,Night
270,452,4,1997-10-15 22:57:44,Night
145,15,2,1997-09-26 10:44:15,Afternoon
187,64,5,1997-11-14 00:00:31,Late Night
200,304,5,1997-10-05 08:54:04,Morning
170,749,5,1998-02-16 16:22:50,Evening
101,829,3,1997-10-18 00:55:38,Late Night
184,218,3,1998-03-14 21:10:40,Night
128,204,4,1997-11-19 19:24:38,Night
181,1295,1,1997-11-08 04:03:01,Late Night
184,153,3,1998-03-14 21:34:45,Night
1,33,4,1997-11-03 07:38:19,Morning
1,160,4,1997-09-24 03:42:27,Late Night
184,321,5,1998-03-14 20:22:47,Night
54,595,3,1997-12-01 00:56:53,Late Night
94,343,4,1998-04-04 21:23:29,Night
128,508,4,1997-11-19 19:29:27,Night
23,323,2,1997-09-20 19:37:46,Night
301,227,3,1997-12-14 05:27:02,Morning
301,191,3,1997-12-14 05:01:12,Morning
112,903,1,1998-04-13 04:02:52,Late Night
82,183,3,1997-11-05 22:44:08,Night
222,724,3,1997-10-30 03:26:16,Late Night
218,430,3,1997-10-22 02:45:16,Late Night
308,1197,4,1998-02-17 18:18:41,Evening
303,134,5,1997-11-14 00:39:19,Late Night
133,751,3,1998-03-22 17:42:27,Evening
215,212,2,1998-04-01 13:01:20,Afternoon
69,256,5,1997-12-14 19:02:36,Night
254,662,4,1998-02-13 05:22:30,Morning
276,2,4,1997-09-20 21:53:56,Night
104,984,1,1998-02-25 21:36:15,Night
63,1067,3,1997-10-01 23:11:54,Night
267,410,4,1997-11-08 06:33:05,Morning
13,56,5,1997-12-07 17:16:51,Evening
240,879,3,1998-01-26 00:49:05,Late Night
286,237,2,1997-10-02 15:40:00,Evening
294,271,5,1998-03-07 03:30:26,Late Night
90,1086,4,1998-03-31 22:47:04,Night
18,26,4,1997-11-21 16:28:51,Evening
92,229,3,1997-09-30 21:50:01,Night
308,649,4,1998-02-17 18:14:52,Evening
144,89,3,1998-02-22 00:01:31,Late Night
191,302,4,1998-04-02 23:37:33,Night
59,951,3,1998-02-23 04:00:09,Late Night
200,96,5,1998-01-06 23:30:09,Night
16,197,5,1997-10-24 20:49:06,Night
61,678,3,1998-04-11 13:45:09,Afternoon
271,199,4,1998-01-26 21:00:48,Night
271,709,3,1998-01-26 21:15:25,Night
142,169,5,1998-02-28 04:32:36,Late Night
275,597,3,1997-10-07 04:14:38,Late Night
222,151,3,1997-10-30 03:28:29,Late Night
87,40,3,1997-11-18 18:15:17,Evening
207,258,4,1997-10-26 15:19:32,Evening
272,1393,2,1997-11-13 20:57:43,Night
177,333,4,1997-11-21 16:39:57,Evening
207,1115,2,1997-11-16 07:21:46,Morning
299,577,3,1998-03-10 04:23:26,Late Night
271,378,4,1998-01-26 21:17:27,Night
305,425,4,1998-02-01 09:14:46,Morning
49,959,2,1998-02-21 13:48:32,Afternoon
94,1224,3,1998-04-04 20:46:42,Night
130,1017,3,1997-09-22 18:44:55,Evening
10,175,3,1997-10-26 17:57:57,Evening
203,321,3,1997-11-25 04:50:18,Late Night
191,286,4,1998-04-02 23:47:22,Night
43,323,3,1997-10-04 14:25:10,Afternoon
21,558,5,1997-09-22 18:08:15,Evening
197,96,5,1998-04-01 05:50:39,Morning
13,344,2,1998-02-21 15:07:15,Evening
194,66,3,1997-11-14 17:07:44,Evening
234,206,4,1998-04-11 22:42:23,Night
308,402,4,1998-02-17 18:38:20,Evening
308,640,4,1998-02-17 17:37:16,Evening
269,522,5,1998-04-01 16:22:53,Evening
94,265,4,1998-04-04 20:31:29,Night
268,62,3,1997-09-26 21:53:44,Night
272,12,5,1997-11-13 21:07:34,Night
121,291,3,1998-04-01 00:27:57,Late Night
296,20,5,1998-01-07 18:15:21,Evening
134,286,3,1998-04-04 23:25:34,Night
180,462,5,1997-10-22 18:16:58,Evening
234,612,3,1998-04-08 23:45:40,Night
104,117,2,1998-02-26 04:06:12,Late Night
38,758,1,1998-04-13 02:30:26,Late Night
269,845,1,1998-04-01 18:44:15,Evening
7,163,4,1998-03-31 14:10:44,Afternoon
234,1451,3,1998-04-08 23:32:23,Night
275,405,2,1997-10-07 04:14:05,Late Night
52,250,3,1997-12-24 00:17:41,Late Night
102,823,3,1998-03-02 01:17:45,Late Night
13,186,4,1998-03-24 02:03:19,Late Night
178,731,4,1997-12-22 21:52:12,Night
236,71,3,1998-03-17 06:37:51,Morning
256,781,5,1997-12-15 05:54:56,Morning
263,176,5,1998-03-30 23:15:52,Night
244,186,3,1997-11-27 04:41:37,Late Night
279,1181,4,1997-09-26 22:46:41,Night
43,815,4,1998-01-04 23:23:09,Night
83,78,2,1997-11-23 18:18:09,Evening
151,197,5,1997-11-14 17:31:50,Evening
254,436,2,1998-02-03 02:50:16,Late Night
109,631,3,1997-11-26 21:22:51,Night
297,716,3,1997-09-26 02:03:42,Late Night
249,188,4,1997-11-16 00:44:27,Late Night
144,699,4,1998-02-22 00:08:26,Late Night
301,604,4,1997-12-14 05:06:34,Morning
64,392,3,1998-03-12 21:19:02,Night
92,501,2,1997-09-30 21:07:45,Night
222,97,4,1997-10-30 03:22:19,Late Night
268,436,3,1997-09-26 21:52:25,Night
293,135,5,1998-03-03 06:12:30,Morning
213,173,5,1997-11-08 02:17:22,Late Night
160,460,2,1997-10-14 20:33:05,Night
13,498,4,1997-12-14 22:51:41,Night
59,715,5,1998-02-23 03:52:01,Late Night
5,17,4,1997-09-30 16:16:38,Evening
125,163,5,1997-11-13 21:02:36,Night
174,315,5,1998-02-02 15:19:09,Evening
114,505,3,1997-12-04 18:30:03,Evening
213,515,4,1997-11-07 02:41:58,Late Night
23,196,2,1997-09-20 20:22:06,Night
128,15,4,1997-11-19 19:47:07,Night
239,56,4,1998-03-06 10:17:58,Afternoon
181,279,1,1997-11-08 04:22:35,Late Night
291,80,4,1997-09-24 07:32:34,Morning
250,238,4,1997-10-29 01:52:43,Late Night
201,649,3,1998-01-06 19:17:55,Night
60,60,5,1997-12-28 16:48:54,Evening
181,325,2,1997-11-08 04:03:34,Late Night
119,407,3,1998-02-09 15:37:45,Evening
287,1,5,1997-09-27 04:21:28,Late Night
216,228,3,1997-11-23 00:40:42,Late Night
216,531,4,1997-11-22 21:23:30,Night
203,471,4,1997-11-25 05:07:43,Morning
92,587,3,1997-09-30 23:00:08,Night
13,892,3,1997-12-22 07:03:44,Morning
213,176,4,1997-11-08 02:32:18,Late Night
286,288,5,1997-10-02 15:37:52,Evening
117,1047,2,1997-12-01 20:54:57,Night
99,111,1,1998-01-24 21:54:46,Night
11,558,3,1998-04-06 23:10:14,Night
65,47,2,1997-11-11 02:51:12,Late Night
295,194,4,1997-11-14 14:23:32,Afternoon
269,217,2,1998-04-01 17:26:50,Evening
85,259,2,1997-12-09 22:03:46,Night
250,596,5,1997-10-29 01:52:01,Late Night
137,144,5,1997-12-06 18:41:29,Evening
201,960,2,1998-01-06 18:41:17,Evening
257,137,4,1997-12-13 21:52:12,Night
111,328,4,1998-04-04 08:52:19,Morning
91,480,4,1998-04-01 13:54:35,Afternoon
215,211,4,1998-04-01 13:10:02,Afternoon
181,938,1,1997-11-08 03:59:46,Late Night
189,1060,5,1998-04-22 16:58:21,Evening
1,20,4,1998-02-14 04:51:23,Late Night
303,404,4,1997-11-14 00:46:15,Late Night
299,305,3,1997-11-17 03:28:34,Late Night
187,210,4,1997-11-13 23:54:02,Night
222,278,2,1997-10-22 23:45:13,Night
214,568,4,1998-04-15 19:23:17,Night
293,770,3,1998-03-03 06:30:55,Morning
285,191,4,1998-03-22 19:44:19,Night
303,252,3,1997-11-14 21:59:51,Night
96,156,4,1998-01-10 03:27:40,Late Night
72,1110,3,1997-11-20 14:48:54,Afternoon
115,1067,4,1997-12-03 17:43:29,Evening
7,430,3,1998-03-31 13:49:38,Afternoon
116,350,3,1998-02-08 22:45:26,Night
73,480,4,1998-02-28 00:29:13,Late Night
269,246,5,1998-04-01 18:57:47,Evening
263,419,5,1998-03-30 23:11:54,Night
70,431,3,1998-01-07 05:17:37,Morning
221,475,4,1997-09-26 03:23:24,Late Night
72,182,5,1997-11-20 14:35:15,Afternoon
25,357,4,1998-01-26 22:12:37,Night
290,50,5,1997-11-25 15:59:42,Evening
189,526,4,1998-04-22 17:30:05,Evening
299,303,3,1997-10-23 14:56:24,Afternoon
264,294,3,1998-01-30 00:51:56,Late Night
200,365,5,1998-01-06 23:39:22,Night
187,135,4,1997-11-14 00:00:53,Late Night
184,187,4,1998-03-14 20:57:04,Night
63,289,2,1997-10-01 23:03:05,Night
13,229,4,1997-12-17 22:27:30,Night
298,486,3,1998-01-07 14:24:23,Afternoon
235,185,4,1998-03-11 22:30:35,Night
62,712,4,1997-11-12 23:09:38,Night
246,94,2,1998-01-16 04:05:05,Late Night
54,742,5,1997-12-01 00:06:46,Late Night
63,762,3,1997-10-01 23:14:48,Night
11,732,3,1998-04-06 23:16:36,Night
92,168,4,1997-09-30 21:08:43,Night
8,550,3,1997-11-12 19:19:16,Night
307,174,4,1997-11-11 21:24:40,Night
303,200,4,1997-11-14 00:47:39,Late Night
256,849,2,1997-12-15 05:43:23,Morning
72,54,3,1997-11-20 14:40:54,Afternoon
164,406,2,1998-03-09 00:13:09,Late Night
117,150,4,1997-11-21 15:11:41,Evening
224,77,4,1998-02-21 23:31:12,Night
193,869,3,1998-03-05 19:56:51,Night
94,184,2,1998-04-04 20:14:22,Night
281,338,2,1997-12-04 01:54:17,Late Night
130,109,3,1997-09-22 18:43:14,Evening
128,371,1,1997-11-19 19:15:54,Night
94,720,1,1998-04-04 20:59:53,Night
182,845,3,1998-01-24 03:37:47,Late Night
129,873,1,1997-12-27 17:57:32,Evening
254,229,4,1998-02-03 02:56:20,Late Night
64,381,4,1997-11-12 20:11:31,Night
151,176,2,1997-11-14 16:18:13,Evening
45,25,4,1997-12-01 22:06:55,Night
193,879,3,1998-03-05 18:40:57,Evening
276,922,4,1998-03-06 09:00:49,Morning
276,57,3,1997-09-20 20:32:06,Night
234,187,4,1998-04-08 23:45:40,Night
181,306,1,1997-11-08 04:06:46,Late Night
21,370,1,1997-09-22 18:01:33,Evening
293,249,3,1998-03-03 06:07:09,Morning
264,721,5,1998-01-30 01:27:36,Late Night
10,611,5,1997-10-26 17:25:22,Evening
197,346,3,1998-04-01 05:37:50,Morning
276,142,3,1997-09-20 22:02:25,Night
308,427,4,1998-02-17 17:29:44,Evening
221,943,4,1997-09-26 04:05:59,Late Night
131,126,4,1998-01-01 19:05:14,Night
268,824,2,1997-10-10 21:22:37,Night
109,8,3,1997-11-26 19:30:42,Night
198,58,3,1998-01-07 21:22:53,Night
230,680,4,1997-11-25 18:58:06,Evening
181,741,1,1997-11-08 04:21:58,Late Night
192,1061,4,1997-12-06 00:41:31,Late Night
234,448,3,1998-04-11 22:58:21,Night
90,900,4,1998-03-31 22:11:49,Night
193,941,4,1998-03-05 19:08:10,Night
128,603,5,1997-11-19 19:13:59,Night
126,905,2,1998-02-19 02:28:03,Late Night
244,265,4,1997-11-27 04:57:14,Late Night
90,289,3,1998-03-31 22:11:50,Night
157,25,3,1998-02-07 22:33:07,Night
305,71,3,1998-02-01 09:01:24,Morning
119,382,5,1997-09-20 18:55:42,Evening
21,222,2,1997-09-22 18:03:02,Evening
231,181,4,1998-02-27 18:47:53,Evening
280,508,3,1998-04-04 14:34:13,Afternoon
288,132,3,1998-02-01 23:02:09,Night
279,1497,2,1998-03-24 23:02:56,Night
301,33,4,1997-12-14 05:43:48,Morning
72,699,3,1997-11-20 14:39:43,Afternoon
90,259,2,1998-03-31 22:13:12,Night
308,55,3,1998-02-17 18:06:00,Evening
59,742,3,1998-02-23 03:04:13,Late Night
94,744,4,1998-04-04 20:24:22,Night
130,642,4,1997-09-25 19:48:53,Night
26,1015,3,1998-03-31 13:48:56,Afternoon
56,121,5,1998-04-15 22:31:20,Night
82,508,2,1998-01-13 17:57:29,Evening
62,12,4,1997-11-12 22:26:53,Night
276,40,3,1997-09-20 21:44:31,Night
181,1015,1,1997-11-08 04:25:21,Late Night
152,301,3,1997-11-21 21:23:27,Night
178,845,4,1997-12-22 20:58:11,Night
217,597,4,1998-03-05 03:54:47,Late Night
79,303,4,1998-03-30 15:20:03,Evening
138,484,4,1997-11-08 21:22:07,Night
308,81,5,1998-02-17 17:41:33,Evening
75,284,2,1998-01-06 01:33:13,Late Night
269,198,4,1998-04-01 16:11:02,Evening
307,94,3,1997-10-17 21:11:35,Night
222,781,3,1997-12-02 10:47:57,Afternoon
121,740,3,1998-04-01 00:29:04,Late Night
269,22,1,1998-04-01 16:27:52,Evening
13,864,4,1997-12-14 23:25:24,Night
230,742,5,1997-11-25 19:10:43,Night
269,507,4,1998-04-01 16:40:00,Evening
239,1099,5,1998-03-06 10:14:13,Afternoon
245,1028,5,1998-02-26 17:17:27,Evening
56,546,3,1998-04-15 22:31:00,Night
295,961,5,1997-11-14 14:59:16,Afternoon
271,1028,2,1998-01-26 20:55:02,Night
